0	1.30278E-06
384	8.61944E-06
442	8.77222E-06
499	2.90833E-06
671	0.000006025
754	7.04167E-06
825	7.46389E-06
892	4.76111E-06
997	0.000005
1097	5.95278E-06
1181	7.55556E-07
1842	2.77778E-05
1860	4.16667E-05
1872	3.84611E-05
1885	0.00003125
1901	0.00003125
1917	3.57139E-05
1931	3.57139E-05
1945	2.94111E-05
1962	3.33333E-05
1977	3.57139E-05
1991	3.33333E-05
2006	3.84611E-05
2019	3.33333E-05
2034	2.94111E-05
2051	2.17389E-05
2074	2.77778E-05
2092	2.38083E-05
2113	2.08333E-05
2137	1.61278E-05
2168	1.85194E-05
2195	1.35139E-05
2232	9.25833E-06
2286	8.33333E-06
2346	2.27278E-05
2368	3.57139E-05
2382	0.00003125
2398	0.00003125
2414	0.000025
2434	1.92306E-05
2460	2.27278E-05
2482	2.27278E-05
2504	2.08333E-05
2528	3.57139E-05
2542	3.33333E-05
2557	3.84611E-05
2570	3.84611E-05
2583	4.16667E-05
2595	4.54556E-05
2606	4.16667E-05
2618	4.16667E-05
2630	3.57139E-05
2644	4.16667E-05
2656	0.00005
2666	4.54556E-05
2677	5.55556E-05
2686	0.00005
2696	7.14278E-05
2703	4.54556E-05
2714	4.54556E-05
2725	4.16667E-05
2737	0.00005
2747	3.57139E-05
2761	5.55556E-05
2770	0.00005
2780	7.14278E-05
2787	4.54556E-05
2798	4.54556E-05
2809	3.57139E-05
2823	4.54556E-05
2834	0.0000625
2842	5.55556E-05
2851	3.57139E-05
2865	0.00003125
2881	1.66667E-05
2911	1.92306E-05
2937	1.92306E-05
2963	1.38889E-05
2999	1.06667E-06
3468	0.00001
3518	0.000015625
3550	1.42861E-05
3585	1.66667E-05
3615	1.28194E-05
3654	1.19056E-05
3696	1.19056E-05
3738	1.04167E-05
3786	1.13639E-05
3830	1.04167E-05
3878	6.49444E-06
3955	0.000007575
4021	7.69167E-06
4086	8.33333E-06
4146	8.92778E-06
4202	0.00000685
4275	0.00000625
4355	5.15556E-06
4452	4.16667E-06
4572	3.73056E-06
4706	2.60556E-06
4898	0.00000205
5142	1.60278E-06
5454	1.61389E-06
5764	0
