################################################################## 
# Generated by FullSWOF_2D version 1.07.01, 2016-06-01
################################################################## 
# Final Time
#(i-0.5)*dx	(j-0.5)*dy	h[i][j]	u[i][j]	v[i][j]	h[i][j]+z[i][j]	z[i][j]	velocity_norm[i][j]	Fr[i][j] (Froude)	qx[i][j]	qy[i][j]	q[i][j]
#
1.625	    3.375	      0.0	      0.0	      0.0	 0.102739	 0.102739	      0.0	      NaN	      0.0	      0.0	      0.0
1.625	    3.625	      0.0	      0.0	      0.0	 0.106162	 0.106162	      0.0	      NaN	      0.0	      0.0	      0.0
1.625	    3.875	      0.0	      0.0	      0.0	 0.108726	 0.108726	      0.0	      NaN	      0.0	      0.0	      0.0
1.625	    4.125	      0.0	      0.0	      0.0	 0.108217	 0.108217	      0.0	      NaN	      0.0	      0.0	      0.0
1.625	    4.375	      0.0	      0.0	      0.0	 0.104652	 0.104652	      0.0	      NaN	      0.0	      0.0	      0.0
1.625	    4.625	      0.0	      0.0	      0.0	 0.100465	 0.100465	      0.0	      NaN	      0.0	      0.0	      0.0
1.625	    4.875	      0.0	      0.0	      0.0	 0.100849	 0.100849	      0.0	      NaN	      0.0	      0.0	      0.0

1.875	    0.125	      0.0	      0.0	      0.0	 0.144931	 0.144931	      0.0	      NaN	      0.0	      0.0	      0.0
1.875	    0.375	      0.0	      0.0	      0.0	 0.140983	 0.140983	      0.0	      NaN	      0.0	      0.0	      0.0
1.875	    0.625	      0.0	      0.0	      0.0	 0.136961	 0.136961	      0.0	      NaN	      0.0	      0.0	      0.0
1.875	    0.875	      0.0	      0.0	      0.0	 0.132383	 0.132383	      0.0	      NaN	      0.0	      0.0	      0.0
1.875	    1.125	      0.0	      0.0	      0.0	 0.128261	 0.128261	      0.0	      NaN	      0.0	      0.0	      0.0
1.875	    1.375	      0.0	      0.0	      0.0	 0.125667	 0.125667	      0.0	      NaN	      0.0	      0.0	      0.0
1.875	    1.625	      0.0	      0.0	      0.0	 0.124943	 0.124943	      0.0	      NaN	      0.0	      0.0	      0.0
1.875	    1.875	      0.0	      0.0	      0.0	 0.125799	 0.125799	      0.0	      NaN	      0.0	      0.0	      0.0
1.875	    2.125	      0.0	      0.0	      0.0	 0.128486	 0.128486	      0.0	      NaN	      0.0	      0.0	      0.0
1.875	    2.375	      0.0	      0.0	      0.0	 0.130591	 0.130591	      0.0	      NaN	      0.0	      0.0	      0.0
1.875	    2.625	      0.0	      0.0	      0.0	 0.126548	 0.126548	      0.0	      NaN	      0.0	      0.0	      0.0
1.875	    2.875	      0.0	      0.0	      0.0	 0.119447	 0.119447	      0.0	      NaN	      0.0	      0.0	      0.0
1.875	    3.125	      0.0	      0.0	      0.0	 0.116508	 0.116508	      0.0	      NaN	      0.0	      0.0	      0.0
1.875	    3.375	      0.0	      0.0	      0.0	 0.118122	 0.118122	      0.0	      NaN	      0.0	      0.0	      0.0
1.875	    3.625	      0.0	      0.0	      0.0	  0.12163	  0.12163	      0.0	      NaN	      0.0	      0.0	      0.0
1.875	    3.875	      0.0	      0.0	      0.0	 0.123649	 0.123649	      0.0	      NaN	      0.0	      0.0	      0.0
1.875	    4.125	      0.0	      0.0	      0.0	 0.121517	 0.121517	      0.0	      NaN	      0.0	      0.0	      0.0
1.875	    4.375	      0.0	      0.0	      0.0	 0.115413	 0.115413	      0.0	      NaN	      0.0	      0.0	      0.0
1.875	    4.625	      0.0	      0.0	      0.0	 0.108528	 0.108528	      0.0	      NaN	      0.0	      0.0	      0.0
1.875	    4.875	      0.0	      0.0	      0.0	 0.107646	 0.107646	      0.0	      NaN	      0.0	      0.0	      0.0

2.125	    0.125	      0.0	      0.0	      0.0	 0.154561	 0.154561	      0.0	      NaN	      0.0	      0.0	      0.0
2.125	    0.375	      0.0	      0.0	      0.0	 0.149903	 0.149903	      0.0	      NaN	      0.0	      0.0	      0.0
2.125	    0.625	      0.0	      0.0	      0.0	 0.145766	 0.145766	      0.0	      NaN	      0.0	      0.0	      0.0
2.125	    0.875	      0.0	      0.0	      0.0	 0.142272	 0.142272	      0.0	      NaN	      0.0	      0.0	      0.0
2.125	    1.125	      0.0	      0.0	      0.0	 0.140859	 0.140859	      0.0	      NaN	      0.0	      0.0	      0.0
2.125	    1.375	      0.0	      0.0	      0.0	 0.139781	 0.139781	      0.0	      NaN	      0.0	      0.0	      0.0
2.125	    1.625	      0.0	      0.0	      0.0	 0.138706	 0.138706	      0.0	      NaN	      0.0	      0.0	      0.0
2.125	    1.875	      0.0	      0.0	      0.0	 0.139594	 0.139594	      0.0	      NaN	      0.0	      0.0	      0.0
2.125	    2.125	      0.0	      0.0	      0.0	  0.14292	  0.14292	      0.0	      NaN	      0.0	      0.0	      0.0
2.125	    2.375	      0.0	      0.0	      0.0	 0.147317	 0.147317	      0.0	      NaN	      0.0	      0.0	      0.0
2.125	    2.625	      0.0	      0.0	      0.0	 0.147883	 0.147883	      0.0	      NaN	      0.0	      0.0	      0.0
2.125	    2.875	      0.0	      0.0	      0.0	 0.143233	 0.143233	      0.0	      NaN	      0.0	      0.0	      0.0
2.125	    3.125	      0.0	      0.0	      0.0	 0.138155	 0.138155	      0.0	      NaN	      0.0	      0.0	      0.0
2.125	    3.375	      0.0	      0.0	      0.0	 0.136398	 0.136398	      0.0	      NaN	      0.0	      0.0	      0.0
2.125	    3.625	      0.0	      0.0	      0.0	 0.137491	 0.137491	      0.0	      NaN	      0.0	      0.0	      0.0
2.125	    3.875	      0.0	      0.0	      0.0	 0.138171	 0.138171	      0.0	      NaN	      0.0	      0.0	      0.0
2.125	    4.125	      0.0	      0.0	      0.0	 0.134296	 0.134296	      0.0	      NaN	      0.0	      0.0	      0.0
2.125	    4.375	      0.0	      0.0	      0.0	 0.124128	 0.124128	      0.0	      NaN	      0.0	      0.0	      0.0
2.125	    4.625	      0.0	      0.0	      0.0	 0.113035	 0.113035	      0.0	      NaN	      0.0	      0.0	      0.0
2.125	    4.875	      0.0	      0.0	      0.0	  0.11167	  0.11167	      0.0	      NaN	      0.0	      0.0	      0.0

2.375	    0.125	      0.0	      0.0	      0.0	 0.168755	 0.168755	      0.0	      NaN	      0.0	      0.0	      0.0
2.375	    0.375	      0.0	      0.0	      0.0	 0.160291	 0.160291	      0.0	      NaN	      0.0	      0.0	      0.0
2.375	    0.625	      0.0	      0.0	      0.0	  0.15496	  0.15496	      0.0	      NaN	      0.0	      0.0	      0.0
2.375	    0.875	      0.0	      0.0	      0.0	 0.153297	 0.153297	      0.0	      NaN	      0.0	      0.0	      0.0
2.375	    1.125	      0.0	      0.0	      0.0	 0.154729	 0.154729	      0.0	      NaN	      0.0	      0.0	      0.0
2.375	    1.375	      0.0	      0.0	      0.0	 0.155535	 0.155535	      0.0	      NaN	      0.0	      0.0	      0.0
2.375	    1.625	      0.0	      0.0	      0.0	  0.15525	  0.15525	      0.0	      NaN	      0.0	      0.0	      0.0
2.375	    1.875	      0.0	      0.0	      0.0	 0.156602	 0.156602	      0.0	      NaN	      0.0	      0.0	      0.0
2.375	    2.125	      0.0	      0.0	      0.0	 0.160381	 0.160381	      0.0	      NaN	      0.0	      0.0	      0.0
2.375	    2.375	      0.0	      0.0	      0.0	 0.166331	 0.166331	      0.0	      NaN	      0.0	      0.0	      0.0
2.375	    2.625	      0.0	      0.0	      0.0	 0.170262	 0.170262	      0.0	      NaN	      0.0	      0.0	      0.0
2.375	    2.875	      0.0	      0.0	      0.0	  0.16814	  0.16814	      0.0	      NaN	      0.0	      0.0	      0.0
2.375	    3.125	      0.0	      0.0	      0.0	 0.162733	 0.162733	      0.0	      NaN	      0.0	      0.0	      0.0
2.375	    3.375	      0.0	      0.0	      0.0	 0.159976	 0.159976	      0.0	      NaN	      0.0	      0.0	      0.0
2.375	    3.625	      0.0	      0.0	      0.0	 0.160751	 0.160751	      0.0	      NaN	      0.0	      0.0	      0.0
2.375	    3.875	      0.0	      0.0	      0.0	 0.159312	 0.159312	      0.0	      NaN	      0.0	      0.0	      0.0
2.375	    4.125	      0.0	      0.0	      0.0	 0.153105	 0.153105	      0.0	      NaN	      0.0	      0.0	      0.0
2.375	    4.375	      0.0	      0.0	      0.0	 0.141162	 0.141162	      0.0	      NaN	      0.0	      0.0	      0.0
2.375	    4.625	      0.0	      0.0	      0.0	 0.125153	 0.125153	      0.0	      NaN	      0.0	      0.0	      0.0
2.375	    4.875	      0.0	      0.0	      0.0	 0.121738	 0.121738	      0.0	      NaN	      0.0	      0.0	      0.0

2.625	    0.125	      0.0	      0.0	      0.0	 0.185915	 0.185915	      0.0	      NaN	      0.0	      0.0	      0.0
2.625	    0.375	      0.0	      0.0	      0.0	 0.173972	 0.173972	      0.0	      NaN	      0.0	      0.0	      0.0
2.625	    0.625	      0.0	      0.0	      0.0	  0.16754	  0.16754	      0.0	      NaN	      0.0	      0.0	      0.0
2.625	    0.875	      0.0	      0.0	      0.0	 0.166728	 0.166728	      0.0	      NaN	      0.0	      0.0	      0.0
2.625	    1.125	      0.0	      0.0	      0.0	 0.168566	 0.168566	      0.0	      NaN	      0.0	      0.0	      0.0
2.625	    1.375	      0.0	      0.0	      0.0	 0.170254	 0.170254	      0.0	      NaN	      0.0	      0.0	      0.0
2.625	    1.625	      0.0	      0.0	      0.0	 0.171589	 0.171589	      0.0	      NaN	      0.0	      0.0	      0.0
2.625	    1.875	      0.0	      0.0	      0.0	 0.172727	 0.172727	      0.0	      NaN	      0.0	      0.0	      0.0
2.625	    2.125	      0.0	      0.0	      0.0	 0.176155	 0.176155	      0.0	      NaN	      0.0	      0.0	      0.0
2.625	    2.375	      0.0	      0.0	      0.0	 0.184108	 0.184108	      0.0	      NaN	      0.0	      0.0	      0.0
2.625	    2.625	      0.0	      0.0	      0.0	 0.190405	 0.190405	      0.0	      NaN	      0.0	      0.0	      0.0
2.625	    2.875	      0.0	      0.0	      0.0	 0.191064	 0.191064	      0.0	      NaN	      0.0	      0.0	      0.0
2.625	    3.125	      0.0	      0.0	      0.0	  0.18803	  0.18803	      0.0	      NaN	      0.0	      0.0	      0.0
2.625	    3.375	      0.0	      0.0	      0.0	 0.186447	 0.186447	      0.0	      NaN	      0.0	      0.0	      0.0
2.625	    3.625	      0.0	      0.0	      0.0	 0.189267	 0.189267	      0.0	      NaN	      0.0	      0.0	      0.0
2.625	    3.875	      0.0	      0.0	      0.0	 0.184332	 0.184332	      0.0	      NaN	      0.0	      0.0	      0.0
2.625	    4.125	      0.0	      0.0	      0.0	 0.172338	 0.172338	      0.0	      NaN	      0.0	      0.0	      0.0
2.625	    4.375	      0.0	      0.0	      0.0	 0.164142	 0.164142	      0.0	      NaN	      0.0	      0.0	      0.0
2.625	    4.625	      0.0	      0.0	      0.0	 0.151646	 0.151646	      0.0	      NaN	      0.0	      0.0	      0.0
2.625	    4.875	      0.0	      0.0	      0.0	 0.147055	 0.147055	      0.0	      NaN	      0.0	      0.0	      0.0

2.875	    0.125	      0.0	      0.0	      0.0	 0.199194	 0.199194	      0.0	      NaN	      0.0	      0.0	      0.0
