################################################################## 
# Generated by FullSWOF_2D version 1.07.01, 2016-06-01
################################################################## 
# time	Vol_of_tot	Vol_inf_tot	Vol_rain_tot	Vol_bound_tot
28.4	        0	0.00263618	0.00263618	        0
28.5	        0	0.00264546	0.00264546	        0
28.6	        0	0.00265474	0.00265474	        0
28.7	        0	0.00266402	0.00266402	        0
28.8	        0	0.0026733	0.0026733	        0
28.9	        0	0.00268259	0.00268259	        0
29	        0	0.00269187	0.00269187	        0
29.1	        0	0.00270115	0.00270115	        0
29.2	        0	0.00271043	0.00271043	        0
29.3	        0	0.00271972	0.00271972	        0
29.4	        0	 0.002729	 0.002729	        0
29.5	        0	0.00273828	0.00273828	        0
29.6	        0	0.00274756	0.00274756	        0
29.7	        0	0.00275685	0.00275685	        0
29.8	        0	0.00276613	0.00276613	        0
29.9	        0	0.00277541	0.00277541	        0
30	        0	0.00278469	0.00278469	        0
30.1	        0	0.00279397	0.00279397	        0
30.2	        0	0.00280326	0.00280326	        0
30.3	        0	0.00281254	0.00281254	        0
30.4	        0	0.00282182	0.00282182	        0
30.5	        0	0.0028311	0.0028311	        0
30.6	        0	0.00284039	0.00284039	        0
30.7	        0	0.00284967	0.00284967	        0
30.8	        0	0.00285895	0.00285895	        0
30.9	        0	0.00286823	0.00286823	        0
31	        0	0.00287752	0.00287752	        0
31.1	        0	0.0028868	0.0028868	        0
31.2	        0	0.00289608	0.00289608	        0
31.3	        0	0.00290536	0.00290536	        0
31.4	        0	0.00291464	0.00291464	        0
31.5	        0	0.00292393	0.00292393	        0
31.6	        0	0.00293321	0.00293321	        0
31.7	        0	0.00294249	0.00294249	        0
31.8	        0	0.00295177	0.00295177	        0
31.9	        0	0.00296106	0.00296106	        0
32	        0	0.00297034	0.00297034	        0
32.1	        0	0.00297962	0.00297962	        0
32.2	        0	0.0029889	0.0029889	        0
32.3	        0	0.00299819	0.00299819	        0
32.4	        0	0.00300747	0.00300747	        0
32.5	        0	0.00301675	0.00301675	        0
32.6	        0	0.00302603	0.00302603	        0
32.7	        0	0.00303531	0.00303531	        0
32.8	        0	0.0030446	0.0030446	        0
32.9	        0	0.00305388	0.00305388	        0
33	        0	0.00306316	0.00306316	        0
33.1	        0	0.00307244	0.00307244	        0
33.2	        0	0.00308173	0.00308173	        0
33.3	        0	0.00309101	0.00309101	        0
33.4	        0	0.00310029	0.00310029	        0
33.5	        0	0.00310957	0.00310957	        0
33.6	        0	0.00311886	0.00311886	        0
33.7	        0	0.00312814	0.00312814	        0
33.8	        0	0.00313742	0.00313742	        0
33.9	        0	0.0031467	0.0031467	        0
34	        0	0.00315598	0.00315598	        0
34.1	        0	0.00316527	0.00316527	        0
34.2	        0	0.00317455	0.00317455	        0
34.3	        0	0.00318383	0.00318383	        0
34.4	        0	0.00319311	0.00319311	        0
34.5	        0	0.0032024	0.0032024	        0
34.6	        0	0.00321168	0.00321168	        0
34.7	        0	0.00322096	0.00322096	        0
34.8	        0	0.00323024	0.00323024	        0
34.9	        0	0.00323953	0.00323953	        0
35	        0	0.00324881	0.00324881	        0
35.1	        0	0.00325809	0.00325809	        0
35.2	        0	0.00326737	0.00326737	        0
35.3	        0	0.00327665	0.00327665	        0
35.4	        0	0.00328594	0.00328594	        0
35.5	        0	0.00329522	0.00329522	        0
35.6	        0	0.0033045	0.0033045	        0
35.7	        0	0.00331378	0.00331378	        0
35.8	        0	0.00332307	0.00332307	        0
35.9	        0	0.00333235	0.00333235	        0
36	        0	0.00334163	0.00334163	        0
36.1	        0	0.00335091	0.00335091	        0
36.2	        0	0.0033602	0.0033602	        0
36.3	        0	0.00336948	0.00336948	        0
36.4	        0	0.00337876	0.00337876	        0
36.5	        0	0.00338804	0.00338804	        0
36.6	        0	0.00339732	0.00339732	        0
36.7	        0	0.00340661	0.00340661	        0
36.8	        0	0.00341589	0.00341589	        0
36.9	        0	0.00342517	0.00342517	        0
37	        0	0.00343445	0.00343445	        0
37.1	        0	0.00344374	0.00344374	        0
37.2	        0	0.00345302	0.00345302	        0
37.3	        0	0.0034623	0.0034623	        0
37.4	        0	0.00347158	0.00347158	        0
37.5	        0	0.00348087	0.00348087	        0
37.6	        0	0.00349015	0.00349015	        0
37.7	        0	0.00349943	0.00349943	        0
37.8	        0	0.00350871	0.00350871	        0
37.9	        0	0.00351799	0.00351799	        0
38	        0	0.00352728	0.00352728	        0
38.1	        0	0.00353656	0.00353656	        0
38.2	        0	0.00354584	0.00354584	        0
38.3	        0	0.00355512	0.00355512	        0
38.4	        0	0.00356441	0.00356441	        0
38.5	        0	0.00357369	0.00357369	        0
38.6	        0	0.00358297	0.00358297	        0
38.7	        0	0.00359225	0.00359225	        0
38.8	        0	0.00360154	0.00360154	        0
38.9	        0	0.00361082	0.00361082	        0
39	        0	0.0036201	0.0036201	        0
39.1	        0	0.00362938	0.00362938	        0
39.2	        0	0.00363866	0.00363866	        0
39.3	        0	0.00364795	0.00364795	        0
39.4	        0	0.00365723	0.00365723	        0
39.5	        0	0.00366651	0.00366651	        0
39.6	        0	0.00367579	0.00367579	        0
39.7	        0	0.00368508	0.00368508	        0
39.8	        0	0.00369436	0.00369436	        0
39.9	        0	0.00370364	0.00370364	        0
40	        0	0.00371292	0.00371292	        0
40.1	        0	0.00372221	0.00372221	        0
40.2	        0	0.00373149	0.00373149	        0
40.3	        0	0.00374077	0.00374077	        0
40.4	        0	0.00375005	0.00375005	        0
40.5	        0	0.00375933	0.00375933	        0
40.6	        0	0.00376862	0.00376862	        0
40.7	        0	0.0037779	0.0037779	        0
40.8	        0	0.00378718	0.00378718	        0
40.9	        0	0.00379646	0.00379646	        0
41	        0	0.00380575	0.00380575	        0
41.1	        0	0.00381503	0.00381503	        0
41.2	        0	0.00382431	0.00382431	        0
41.3	        0	0.00383359	0.00383359	        0
41.4	        0	0.00384288	0.00384288	        0
41.5	        0	0.00385216	0.00385216	        0
41.6	        0	0.00386144	0.00386144	        0
41.7	        0	0.00387072	0.00387072	        0
41.8	        0	  0.00388	  0.00388	        0
41.9	        0	0.00388929	0.00388929	        0
42	        0	0.00389857	0.00389857	        0
42.1	        0	0.00390785	0.00390785	        0
42.2	        0	0.00391713	0.00391713	        0
42.3	        0	0.00392642	0.00392642	        0
42.4	        0	0.0039357	0.0039357	        0
42.5	        0	0.00394498	0.00394498	        0
42.6	        0	0.00395426	0.00395426	        0
42.7	        0	0.00396355	0.00396355	        0
42.8	        0	0.00397283	0.00397283	        0
42.9	        0	0.00398211	0.00398211	        0
43	        0	0.00399139	0.00399139	        0
43.1	        0	0.00400067	0.00400067	        0
43.2	        0	0.00400996	0.00400996	        0
43.3	        0	0.00401924	0.00401924	        0
43.4	        0	0.00402852	0.00402852	        0
43.5	        0	0.0040378	0.0040378	        0
43.6	        0	0.00404709	0.00404709	        0
43.7	        0	0.00405637	0.00405637	        0
43.8	        0	0.00406565	0.00406565	        0
43.9	        0	0.00407493	0.00407493	        0
44	        0	0.00408422	0.00408422	        0
44.1	        0	0.0040935	0.0040935	        0
44.2	        0	0.00410278	0.00410278	        0
44.3	        0	0.00411206	0.00411206	        0
44.4	        0	0.00412134	0.00412134	        0
44.5	        0	0.00413063	0.00413063	        0
44.6	        0	0.00413991	0.00413991	        0
44.7	        0	0.00414919	0.00414919	        0
44.8	        0	0.00415847	0.00415847	        0
44.9	        0	0.00416776	0.00416776	        0
45	        0	0.00417704	0.00417704	        0
45.1	        0	0.00418632	0.00418632	        0
45.2	        0	0.0041956	0.0041956	        0
45.3	        0	0.00420489	0.00420489	        0
45.4	        0	0.00421417	0.00421417	        0
45.5	        0	0.00422345	0.00422345	        0
45.6	        0	0.00423273	0.00423273	        0
45.7	        0	0.00424201	0.00424201	        0
45.8	        0	0.0042513	0.0042513	        0
45.9	        0	0.00426058	0.00426058	        0
46	        0	0.00426986	0.00426986	        0
46.1	        0	0.00427914	0.00427914	        0
46.2	        0	0.00428843	0.00428843	        0
46.3	        0	0.00429771	0.00429771	        0
