################################################################## 
# Generated by FullSWOF_2D version 1.07.01, 2016-06-01
################################################################## 
# (i-0.5)*dx	(j-0.5)*dy	Rain_choice	Infiltration_choice	Friction_Choice
0.3429	2.4003	        1	        2	        3
0.3429	2.4765	        1	        2	        3
0.3429	2.5527	        1	        2	        3
0.3429	2.6289	        1	        2	        3
0.3429	2.7051	        1	        2	        3
0.3429	2.7813	        1	        2	        3
0.3429	2.8575	        1	        2	        3
0.3429	2.9337	        1	        2	        3
0.3429	3.0099	        1	        2	        3
0.3429	3.0861	        1	        2	        3
0.3429	3.1623	        1	        2	        3
0.3429	3.2385	        1	        2	        3
0.3429	3.3147	        1	        2	        3
0.3429	3.3909	        1	        2	        3
0.3429	3.4671	        1	        2	        3
0.3429	3.5433	        1	        2	        3
0.3429	3.6195	        1	        2	        3
0.3429	3.6957	        1	        2	        3
0.3429	3.7719	        1	        2	        3
0.3429	3.8481	        1	        2	        3
0.3429	3.9243	        1	        2	        3
0.3429	4.0005	        1	        2	        3
0.3429	4.0767	        1	        2	        3
0.3429	4.1529	        1	        2	        3
0.3429	4.2291	        1	        2	        3

0.4191	0.0381	        1	        2	        3
0.4191	0.1143	        1	        2	        3
0.4191	0.1905	        1	        2	        3
0.4191	0.2667	        1	        2	        3
0.4191	0.3429	        1	        2	        3
0.4191	0.4191	        1	        2	        3
0.4191	0.4953	        1	        2	        3
0.4191	0.5715	        1	        2	        3
0.4191	0.6477	        1	        2	        3
0.4191	0.7239	        1	        2	        3
0.4191	0.8001	        1	        2	        3
0.4191	0.8763	        1	        2	        3
0.4191	0.9525	        1	        2	        3
0.4191	1.0287	        1	        2	        3
0.4191	1.1049	        1	        2	        3
0.4191	1.1811	        1	        2	        3
0.4191	1.2573	        1	        2	        3
0.4191	1.3335	        1	        2	        3
0.4191	1.4097	        1	        2	        3
0.4191	1.4859	        1	        2	        3
0.4191	1.5621	        1	        2	        3
0.4191	1.6383	        1	        2	        3
0.4191	1.7145	        1	        2	        3
0.4191	1.7907	        1	        2	        3
0.4191	1.8669	        1	        2	        3
0.4191	1.9431	        1	        2	        3
0.4191	2.0193	        1	        2	        3
0.4191	2.0955	        1	        2	        3
0.4191	2.1717	        1	        2	        3
0.4191	2.2479	        1	        2	        3
0.4191	2.3241	        1	        2	        3
0.4191	2.4003	        1	        2	        3
0.4191	2.4765	        1	        2	        3
0.4191	2.5527	        1	        2	        3
0.4191	2.6289	        1	        2	        3
0.4191	2.7051	        1	        2	        3
0.4191	2.7813	        1	        2	        3
0.4191	2.8575	        1	        2	        3
0.4191	2.9337	        1	        2	        3
0.4191	3.0099	        1	        2	        3
0.4191	3.0861	        1	        2	        3
0.4191	3.1623	        1	        2	        3
0.4191	3.2385	        1	        2	        3
0.4191	3.3147	        1	        2	        3
0.4191	3.3909	        1	        2	        3
0.4191	3.4671	        1	        2	        3
0.4191	3.5433	        1	        2	        3
0.4191	3.6195	        1	        2	        3
0.4191	3.6957	        1	        2	        3
0.4191	3.7719	        1	        2	        3
0.4191	3.8481	        1	        2	        3
0.4191	3.9243	        1	        2	        3
0.4191	4.0005	        1	        2	        3
0.4191	4.0767	        1	        2	        3
0.4191	4.1529	        1	        2	        3
0.4191	4.2291	        1	        2	        3

0.4953	0.0381	        1	        2	        3
0.4953	0.1143	        1	        2	        3
0.4953	0.1905	        1	        2	        3
0.4953	0.2667	        1	        2	        3
0.4953	0.3429	        1	        2	        3
0.4953	0.4191	        1	        2	        3
0.4953	0.4953	        1	        2	        3
0.4953	0.5715	        1	        2	        3
0.4953	0.6477	        1	        2	        3
0.4953	0.7239	        1	        2	        3
0.4953	0.8001	        1	        2	        3
0.4953	0.8763	        1	        2	        3
0.4953	0.9525	        1	        2	        3
0.4953	1.0287	        1	        2	        3
0.4953	1.1049	        1	        2	        3
0.4953	1.1811	        1	        2	        3
0.4953	1.2573	        1	        2	        3
0.4953	1.3335	        1	        2	        3
0.4953	1.4097	        1	        2	        3
0.4953	1.4859	        1	        2	        3
0.4953	1.5621	        1	        2	        3
0.4953	1.6383	        1	        2	        3
0.4953	1.7145	        1	        2	        3
0.4953	1.7907	        1	        2	        3
0.4953	1.8669	        1	        2	        3
0.4953	1.9431	        1	        2	        3
0.4953	2.0193	        1	        2	        3
0.4953	2.0955	        1	        2	        3
0.4953	2.1717	        1	        2	        3
0.4953	2.2479	        1	        2	        3
0.4953	2.3241	        1	        2	        3
0.4953	2.4003	        1	        2	        3
0.4953	2.4765	        1	        2	        3
0.4953	2.5527	        1	        2	        3
0.4953	2.6289	        1	        2	        3
0.4953	2.7051	        1	        2	        3
0.4953	2.7813	        1	        2	        3
0.4953	2.8575	        1	        2	        3
0.4953	2.9337	        1	        2	        3
0.4953	3.0099	        1	        2	        3
0.4953	3.0861	        1	        2	        3
0.4953	3.1623	        1	        2	        3
0.4953	3.2385	        1	        2	        3
0.4953	3.3147	        1	        2	        3
0.4953	3.3909	        1	        2	        3
0.4953	3.4671	        1	        2	        3
0.4953	3.5433	        1	        2	        3
0.4953	3.6195	        1	        2	        3
0.4953	3.6957	        1	        2	        3
0.4953	3.7719	        1	        2	        3
0.4953	3.8481	        1	        2	        3
0.4953	3.9243	        1	        2	        3
0.4953	4.0005	        1	        2	        3
0.4953	4.0767	        1	        2	        3
0.4953	4.1529	        1	        2	        3
0.4953	4.2291	        1	        2	        3

0.5715	0.0381	        1	        2	        3
0.5715	0.1143	        1	        2	        3
0.5715	0.1905	        1	        2	        3
0.5715	0.2667	        1	        2	        3
0.5715	0.3429	        1	        2	        3
0.5715	0.4191	        1	        2	        3
0.5715	0.4953	        1	        2	        3
0.5715	0.5715	        1	        2	        3
0.5715	0.6477	        1	        2	        3
0.5715	0.7239	        1	        2	        3
0.5715	0.8001	        1	        2	        3
0.5715	0.8763	        1	        2	        3
0.5715	0.9525	        1	        2	        3
0.5715	1.0287	        1	        2	        3
0.5715	1.1049	        1	        2	        3
0.5715	1.1811	        1	        2	        3
0.5715	1.2573	        1	        2	        3
0.5715	1.3335	        1	        2	        3
0.5715	1.4097	        1	        2	        3
0.5715	1.4859	        1	        2	        3
0.5715	1.5621	        1	        2	        3
0.5715	1.6383	        1	        2	        3
0.5715	1.7145	        1	        2	        3
0.5715	1.7907	        1	        2	        3
0.5715	1.8669	        1	        2	        3
0.5715	1.9431	        1	        2	        3
0.5715	2.0193	        1	        2	        3
0.5715	2.0955	        1	        2	        3
0.5715	2.1717	        1	        2	        3
0.5715	2.2479	        1	        2	        3
0.5715	2.3241	        1	        2	        3
0.5715	2.4003	        1	        2	        3
0.5715	2.4765	        1	        2	        3
0.5715	2.5527	        1	        2	        3
0.5715	2.6289	        1	        2	        3
0.5715	2.7051	        1	        2	        3
0.5715	2.7813	        1	        2	        3
0.5715	2.8575	        1	        2	        3
0.5715	2.9337	        1	        2	        3
0.5715	3.0099	        1	        2	        3
0.5715	3.0861	        1	        2	        3
0.5715	3.1623	        1	        2	        3
0.5715	3.2385	        1	        2	        3
0.5715	3.3147	        1	        2	        3
0.5715	3.3909	        1	        2	        3
0.5715	3.4671	        1	        2	        3
0.5715	3.5433	        1	        2	        3
0.5715	3.6195	        1	        2	        3
0.5715	3.6957	        1	        2	        3
0.5715	3.7719	        1	        2	        3
0.5715	3.8481	        1	        2	        3
0.5715	3.9243	        1	        2	        3
0.5715	4.0005	        1	        2	        3
0.5715	4.0767	        1	        2	        3
0.5715	4.1529	        1	        2	        3
0.5715	4.2291	        1	        2	        3

0.6477	0.0381	        1	        2	        3
0.6477	0.1143	        1	        2	        3
0.6477	0.1905	        1	        2	        3
0.6477	0.2667	        1	        2	        3
0.6477	0.3429	        1	        2	        3
0.6477	0.4191	        1	        2	        3
0.6477	0.4953	        1	        2	        3
0.6477	0.5715	        1	        2	        3
0.6477	0.6477	        1	        2	        3
0.6477	0.7239	        1	        2	        3
0.6477	0.8001	        1	        2	        3
0.6477	0.8763	        1	        2	        3
0.6477	0.9525	        1	        2	        3
0.6477	1.0287	        1	        2	        3
0.6477	1.1049	        1	        2	        3
0.6477	1.1811	        1	        2	        3
0.6477	1.2573	        1	        2	        3
0.6477	1.3335	        1	        2	        3
0.6477	1.4097	        1	        2	        3
0.6477	1.4859	        1	        2	        3
0.6477	1.5621	        1	        2	        3
0.6477	1.6383	        1	        2	        3
0.6477	1.7145	        1	        2	        3
0.6477	1.7907	        1	        2	        3
0.6477	1.8669	        1	        2	        3
0.6477	1.9431	        1	        2	        3
0.6477	2.0193	        1	        2	        3
0.6477	2.0955	        1	        2	        3
0.6477	2.1717	        1	        2	        3
0.6477	2.2479	        1	        2	        3
0.6477	2.3241	        1	        2	        3
0.6477	2.4003	        1	        2	        3
0.6477	2.4765	        1	        2	        3
0.6477	2.5527	        1	        2	        3
0.6477	2.6289	        1	        2	        3
0.6477	2.7051	        1	        2	        3
0.6477	2.7813	        1	        2	        3
0.6477	2.8575	        1	        2	        3
0.6477	2.9337	        1	        2	        3
0.6477	3.0099	        1	        2	        3
0.6477	3.0861	        1	        2	        3
0.6477	3.1623	        1	        2	        3
0.6477	3.2385	        1	        2	        3
0.6477	3.3147	        1	        2	        3
0.6477	3.3909	        1	        2	        3
0.6477	3.4671	        1	        2	        3
0.6477	3.5433	        1	        2	        3
0.6477	3.6195	        1	        2	        3
0.6477	3.6957	        1	        2	        3
0.6477	3.7719	        1	        2	        3
0.6477	3.8481	        1	        2	        3
0.6477	3.9243	        1	        2	        3
0.6477	4.0005	        1	        2	        3
0.6477	4.0767	        1	        2	        3
0.6477	4.1529	        1	        2	        3
0.6477	4.2291	        1	        2	        3

0.7239	0.0381	        1	        2	        3
0.7239	0.1143	        1	        2	        3
0.7239	0.1905	        1	        2	        3
0.7239	0.2667	        1	        2	        3
0.7239	0.3429	        1	        2	        3
0.7239	0.4191	        1	        2	        3
0.7239	0.4953	        1	        2	        3
0.7239	0.5715	        1	        2	        3
0.7239	0.6477	        1	        2	        3
0.7239	0.7239	        1	        2	        3
0.7239	0.8001	        1	        2	        3
0.7239	0.8763	        1	        2	        3
0.7239	0.9525	        1	        2	        3
0.7239	1.0287	        1	        2	        3
0.7239	1.1049	        1	        2	        3
0.7239	1.1811	        1	        2	        3
0.7239	1.2573	        1	        2	        3
0.7239	1.3335	        1	        2	        3
0.7239	1.4097	        1	        2	        3
0.7239	1.4859	        1	        2	        3
0.7239	1.5621	        1	        2	        3
0.7239	1.6383	        1	        2	        3
0.7239	1.7145	        1	        2	        3
0.7239	1.7907	        1	        2	        3
0.7239	1.8669	        1	        2	        3
0.7239	1.9431	        1	        2	        3
0.7239	2.0193	        1	        2	        3
0.7239	2.0955	        1	        2	        3
0.7239	2.1717	        1	        2	        3
0.7239	2.2479	        1	        2	        3
0.7239	2.3241	        1	        2	        3
0.7239	2.4003	        1	        2	        3
0.7239	2.4765	        1	        2	        3
0.7239	2.5527	        1	        2	        3
0.7239	2.6289	        1	        2	        3
0.7239	2.7051	        1	        2	        3
0.7239	2.7813	        1	        2	        3
0.7239	2.8575	        1	        2	        3
0.7239	2.9337	        1	        2	        3
0.7239	3.0099	        1	        2	        3
0.7239	3.0861	        1	        2	        3
0.7239	3.1623	        1	        2	        3
0.7239	3.2385	        1	        2	        3
0.7239	3.3147	        1	        2	        3
0.7239	3.3909	        1	        2	        3
0.7239	3.4671	        1	        2	        3
0.7239	3.5433	        1	        2	        3
0.7239	3.6195	        1	        2	        3
0.7239	3.6957	        1	        2	        3
0.7239	3.7719	        1	        2	        3
0.7239	3.8481	        1	        2	        3
0.7239	3.9243	        1	        2	        3
0.7239	4.0005	        1	        2	        3
0.7239	4.0767	        1	        2	        3
0.7239	4.1529	        1	        2	        3
0.7239	4.2291	        1	        2	        3

0.8001	0.0381	        1	        2	        3
0.8001	0.1143	        1	        2	        3
0.8001	0.1905	        1	        2	        3
0.8001	0.2667	        1	        2	        3
0.8001	0.3429	        1	        2	        3
0.8001	0.4191	        1	        2	        3
0.8001	0.4953	        1	        2	        3
0.8001	0.5715	        1	        2	        3
0.8001	0.6477	        1	        2	        3
0.8001	0.7239	        1	        2	        3
0.8001	0.8001	        1	        2	        3
0.8001	0.8763	        1	        2	        3
0.8001	0.9525	        1	        2	        3
0.8001	1.0287	        1	        2	        3
0.8001	1.1049	        1	        2	        3
0.8001	1.1811	        1	        2	        3
0.8001	1.2573	        1	        2	        3
0.8001	1.3335	        1	        2	        3
0.8001	1.4097	        1	        2	        3
0.8001	1.4859	        1	        2	        3
0.8001	1.5621	        1	        2	        3
0.8001	1.6383	        1	        2	        3
0.8001	1.7145	        1	        2	        3
0.8001	1.7907	        1	        2	        3
0.8001	1.8669	        1	        2	        3
0.8001	1.9431	        1	        2	        3
0.8001	2.0193	        1	        2	        3
0.8001	2.0955	        1	        2	        3
0.8001	2.1717	        1	        2	        3
0.8001	2.2479	        1	        2	        3
0.8001	2.3241	        1	        2	        3
0.8001	2.4003	        1	        2	        3
0.8001	2.4765	        1	        2	        3
0.8001	2.5527	        1	        2	        3
0.8001	2.6289	        1	        2	        3
0.8001	2.7051	        1	        2	        3
0.8001	2.7813	        1	        2	        3
0.8001	2.8575	        1	        2	        3
0.8001	2.9337	        1	        2	        3
0.8001	3.0099	        1	        2	        3
0.8001	3.0861	        1	        2	        3
0.8001	3.1623	        1	        2	        3
0.8001	3.2385	        1	        2	        3
0.8001	3.3147	        1	        2	        3
0.8001	3.3909	        1	        2	        3
0.8001	3.4671	        1	        2	        3
0.8001	3.5433	        1	        2	        3
0.8001	3.6195	        1	        2	        3
0.8001	3.6957	        1	        2	        3
0.8001	3.7719	        1	        2	        3
0.8001	3.8481	        1	        2	        3
0.8001	3.9243	        1	        2	        3
0.8001	4.0005	        1	        2	        3
0.8001	4.0767	        1	        2	        3
0.8001	4.1529	        1	        2	        3
0.8001	4.2291	        1	        2	        3

0.8763	0.0381	        1	        2	        3
0.8763	0.1143	        1	        2	        3
0.8763	0.1905	        1	        2	        3
0.8763	0.2667	        1	        2	        3
0.8763	0.3429	        1	        2	        3
0.8763	0.4191	        1	        2	        3
0.8763	0.4953	        1	        2	        3
0.8763	0.5715	        1	        2	        3
0.8763	0.6477	        1	        2	        3
0.8763	0.7239	        1	        2	        3
0.8763	0.8001	        1	        2	        3
0.8763	0.8763	        1	        2	        3
0.8763	0.9525	        1	        2	        3
0.8763	1.0287	        1	        2	        3
0.8763	1.1049	        1	        2	        3
0.8763	1.1811	        1	        2	        3
0.8763	1.2573	        1	        2	        3
0.8763	1.3335	        1	        2	        3
0.8763	1.4097	        1	        2	        3
0.8763	1.4859	        1	        2	        3
0.8763	1.5621	        1	        2	        3
0.8763	1.6383	        1	        2	        3
0.8763	1.7145	        1	        2	        3
0.8763	1.7907	        1	        2	        3
0.8763	1.8669	        1	        2	        3
0.8763	1.9431	        1	        2	        3
0.8763	2.0193	        1	        2	        3
0.8763	2.0955	        1	        2	        3
0.8763	2.1717	        1	        2	        3
0.8763	2.2479	        1	        2	        3
0.8763	2.3241	        1	        2	        3
0.8763	2.4003	        1	        2	        3
0.8763	2.4765	        1	        2	        3
0.8763	2.5527	        1	        2	        3
0.8763	2.6289	        1	        2	        3
0.8763	2.7051	        1	        2	        3
0.8763	2.7813	        1	        2	        3
0.8763	2.8575	        1	        2	        3
0.8763	2.9337	        1	        2	        3
0.8763	3.0099	        1	        2	        3
0.8763	3.0861	        1	        2	        3
0.8763	3.1623	        1	        2	        3
0.8763	3.2385	        1	        2	        3
0.8763	3.3147	        1	        2	        3
0.8763	3.3909	        1	        2	        3
0.8763	3.4671	        1	        2	        3
0.8763	3.5433	        1	        2	        3
0.8763	3.6195	        1	        2	        3
0.8763	3.6957	        1	        2	        3
0.8763	3.7719	        1	        2	        3
0.8763	3.8481	        1	        2	        3
0.8763	3.9243	        1	        2	        3
0.8763	4.0005	        1	        2	        3
0.8763	4.0767	        1	        2	        3
0.8763	4.1529	        1	        2	        3
0.8763	4.2291	        1	        2	        3

0.9525	0.0381	        1	        2	        3
0.9525	0.1143	        1	        2	        3
0.9525	0.1905	        1	        2	        3
0.9525	0.2667	        1	        2	        3
0.9525	0.3429	        1	        2	        3
0.9525	0.4191	        1	        2	        3
0.9525	0.4953	        1	        2	        3
0.9525	0.5715	        1	        2	        3
0.9525	0.6477	        1	        2	        3
0.9525	0.7239	        1	        2	        3
0.9525	0.8001	        1	        2	        3
0.9525	0.8763	        1	        2	        3
0.9525	0.9525	        1	        2	        3
0.9525	1.0287	        1	        2	        3
0.9525	1.1049	        1	        2	        3
0.9525	1.1811	        1	        2	        3
0.9525	1.2573	        1	        2	        3
0.9525	1.3335	        1	        2	        3
0.9525	1.4097	        1	        2	        3
0.9525	1.4859	        1	        2	        3
0.9525	1.5621	        1	        2	        3
0.9525	1.6383	        1	        2	        3
0.9525	1.7145	        1	        2	        3
0.9525	1.7907	        1	        2	        3
0.9525	1.8669	        1	        2	        3
0.9525	1.9431	        1	        2	        3
0.9525	2.0193	        1	        2	        3
0.9525	2.0955	        1	        2	        3
0.9525	2.1717	        1	        2	        3
0.9525	2.2479	        1	        2	        3
0.9525	2.3241	        1	        2	        3
0.9525	2.4003	        1	        2	        3
0.9525	2.4765	        1	        2	        3
0.9525	2.5527	        1	        2	        3
0.9525	2.6289	        1	        2	        3
0.9525	2.7051	        1	        2	        3
0.9525	2.7813	        1	        2	        3
0.9525	2.8575	        1	        2	        3
0.9525	2.9337	        1	        2	        3
0.9525	3.0099	        1	        2	        3
0.9525	3.0861	        1	        2	        3
0.9525	3.1623	        1	        2	        3
0.9525	3.2385	        1	        2	        3
0.9525	3.3147	        1	        2	        3
0.9525	3.3909	        1	        2	        3
0.9525	3.4671	        1	        2	        3
0.9525	3.5433	        1	        2	        3
0.9525	3.6195	        1	        2	        3
0.9525	3.6957	        1	        2	        3
0.9525	3.7719	        1	        2	        3
0.9525	3.8481	        1	        2	        3
0.9525	3.9243	        1	        2	        3
0.9525	4.0005	        1	        2	        3
0.9525	4.0767	        1	        2	        3
